id,level,domain,question,serialized_table,prompt,answer,table_json,evidence_json,operation
A-L1-0052,1,skydiving,What is Mina's Air pressure?,"| Falling speed | Person | Heart rate | Air pressure | Altitude |
| --- | --- | --- | --- | --- |
| 61.6 m/s | Julia | 115 bpm | 75.1 kPa | 10402 m |
| 59.4 m/s | Iris | 170 bpm | 98.3 kPa | 3865 m |
| 73.8 m/s | Mina | 155 bpm | 69.3 kPa | 9526 m |
| 37.6 m/s | Jisoo | 147 bpm | 29.4 kPa | 9837 m |
| 30.2 m/s | Maya | 161 bpm | 41.0 kPa | 10415 m |
| 60.8 m/s | Ryan | 88 bpm | 65.6 kPa | 6621 m |","Answer the question using the table. Return only the requested value.

Table:
| Falling speed | Person | Heart rate | Air pressure | Altitude |
| --- | --- | --- | --- | --- |
| 61.6 m/s | Julia | 115 bpm | 75.1 kPa | 10402 m |
| 59.4 m/s | Iris | 170 bpm | 98.3 kPa | 3865 m |
| 73.8 m/s | Mina | 155 bpm | 69.3 kPa | 9526 m |
| 37.6 m/s | Jisoo | 147 bpm | 29.4 kPa | 9837 m |
| 30.2 m/s | Maya | 161 bpm | 41.0 kPa | 10415 m |
| 60.8 m/s | Ryan | 88 bpm | 65.6 kPa | 6621 m |

Question: What is Mina's Air pressure?",69.3 kPa,"{""headers"": [""Falling speed"", ""Person"", ""Heart rate"", ""Air pressure"", ""Altitude""], ""rows"": [[""61.6 m/s"", ""Julia"", ""115 bpm"", ""75.1 kPa"", ""10402 m""], [""59.4 m/s"", ""Iris"", ""170 bpm"", ""98.3 kPa"", ""3865 m""], [""73.8 m/s"", ""Mina"", ""155 bpm"", ""69.3 kPa"", ""9526 m""], [""37.6 m/s"", ""Jisoo"", ""147 bpm"", ""29.4 kPa"", ""9837 m""], [""30.2 m/s"", ""Maya"", ""161 bpm"", ""41.0 kPa"", ""10415 m""], [""60.8 m/s"", ""Ryan"", ""88 bpm"", ""65.6 kPa"", ""6621 m""]]}","{""row_index"": 2, ""column_index"": 3, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Mina"", ""target_column"": ""Air pressure""}",lookup
A-L1-0053,1,ml_experiments,Look up model Sigma. What is its Precision?,"| Memory | Accuracy | F1 score | Precision | Recall | Model | Latency |
| --- | --- | --- | --- | --- | --- | --- |
| 15.3 GB | 64.8% | 72.5% | 74.4% | 50.0% | Helix | 154.9 ms |
| 9.3 GB | 70.5% | 60.4% | 69.9% | 78.3% | Quartz | 149.8 ms |
| 7.6 GB | 60.1% | 66.0% | 87.2% | 85.8% | Nimbus | 140.2 ms |
| 0.6 GB | 78.6% | 50.1% | 65.0% | 83.3% | Delta | 27.4 ms |
| 11.4 GB | 71.9% | 69.4% | 65.3% | 82.1% | Sigma | 127.1 ms |
| 12.7 GB | 73.4% | 73.8% | 57.1% | 54.9% | Echo | 124.1 ms |
| 3.1 GB | 85.5% | 63.4% | 71.4% | 94.3% | Zenith | 48.1 ms |
| 7.2 GB | 74.0% | 82.5% | 78.5% | 60.7% | Vertex | 15.1 ms |
| 15.0 GB | 86.9% | 59.9% | 83.6% | 57.8% | Pulse | 27.2 ms |","Answer the question using the table. Return only the requested value.

Table:
| Memory | Accuracy | F1 score | Precision | Recall | Model | Latency |
| --- | --- | --- | --- | --- | --- | --- |
| 15.3 GB | 64.8% | 72.5% | 74.4% | 50.0% | Helix | 154.9 ms |
| 9.3 GB | 70.5% | 60.4% | 69.9% | 78.3% | Quartz | 149.8 ms |
| 7.6 GB | 60.1% | 66.0% | 87.2% | 85.8% | Nimbus | 140.2 ms |
| 0.6 GB | 78.6% | 50.1% | 65.0% | 83.3% | Delta | 27.4 ms |
| 11.4 GB | 71.9% | 69.4% | 65.3% | 82.1% | Sigma | 127.1 ms |
| 12.7 GB | 73.4% | 73.8% | 57.1% | 54.9% | Echo | 124.1 ms |
| 3.1 GB | 85.5% | 63.4% | 71.4% | 94.3% | Zenith | 48.1 ms |
| 7.2 GB | 74.0% | 82.5% | 78.5% | 60.7% | Vertex | 15.1 ms |
| 15.0 GB | 86.9% | 59.9% | 83.6% | 57.8% | Pulse | 27.2 ms |

Question: Look up model Sigma. What is its Precision?",65.3%,"{""headers"": [""Memory"", ""Accuracy"", ""F1 score"", ""Precision"", ""Recall"", ""Model"", ""Latency""], ""rows"": [[""15.3 GB"", ""64.8%"", ""72.5%"", ""74.4%"", ""50.0%"", ""Helix"", ""154.9 ms""], [""9.3 GB"", ""70.5%"", ""60.4%"", ""69.9%"", ""78.3%"", ""Quartz"", ""149.8 ms""], [""7.6 GB"", ""60.1%"", ""66.0%"", ""87.2%"", ""85.8%"", ""Nimbus"", ""140.2 ms""], [""0.6 GB"", ""78.6%"", ""50.1%"", ""65.0%"", ""83.3%"", ""Delta"", ""27.4 ms""], [""11.4 GB"", ""71.9%"", ""69.4%"", ""65.3%"", ""82.1%"", ""Sigma"", ""127.1 ms""], [""12.7 GB"", ""73.4%"", ""73.8%"", ""57.1%"", ""54.9%"", ""Echo"", ""124.1 ms""], [""3.1 GB"", ""85.5%"", ""63.4%"", ""71.4%"", ""94.3%"", ""Zenith"", ""48.1 ms""], [""7.2 GB"", ""74.0%"", ""82.5%"", ""78.5%"", ""60.7%"", ""Vertex"", ""15.1 ms""], [""15.0 GB"", ""86.9%"", ""59.9%"", ""83.6%"", ""57.8%"", ""Pulse"", ""27.2 ms""]]}","{""row_index"": 4, ""column_index"": 3, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Sigma"", ""target_column"": ""Precision""}",lookup
A-L1-0054,1,ml_experiments,What Recall is reported for model Nova?,"| Precision | Recall | F1 score | Model | Latency |
| --- | --- | --- | --- | --- |
| 92.3% | 51.3% | 96.1% | Atlas | 158.1 ms |
| 63.3% | 79.7% | 60.1% | Pulse | 72.9 ms |
| 65.9% | 88.8% | 71.0% | Zenith | 117.5 ms |
| 89.9% | 88.4% | 81.7% | Nimbus | 46.1 ms |
| 87.1% | 56.0% | 56.9% | Delta | 65.9 ms |
| 64.6% | 71.7% | 80.2% | Helix | 161.8 ms |
| 86.7% | 79.4% | 62.2% | Nova | 54.1 ms |","Answer the question using the table. Return only the requested value.

Table:
| Precision | Recall | F1 score | Model | Latency |
| --- | --- | --- | --- | --- |
| 92.3% | 51.3% | 96.1% | Atlas | 158.1 ms |
| 63.3% | 79.7% | 60.1% | Pulse | 72.9 ms |
| 65.9% | 88.8% | 71.0% | Zenith | 117.5 ms |
| 89.9% | 88.4% | 81.7% | Nimbus | 46.1 ms |
| 87.1% | 56.0% | 56.9% | Delta | 65.9 ms |
| 64.6% | 71.7% | 80.2% | Helix | 161.8 ms |
| 86.7% | 79.4% | 62.2% | Nova | 54.1 ms |

Question: What Recall is reported for model Nova?",79.4%,"{""headers"": [""Precision"", ""Recall"", ""F1 score"", ""Model"", ""Latency""], ""rows"": [[""92.3%"", ""51.3%"", ""96.1%"", ""Atlas"", ""158.1 ms""], [""63.3%"", ""79.7%"", ""60.1%"", ""Pulse"", ""72.9 ms""], [""65.9%"", ""88.8%"", ""71.0%"", ""Zenith"", ""117.5 ms""], [""89.9%"", ""88.4%"", ""81.7%"", ""Nimbus"", ""46.1 ms""], [""87.1%"", ""56.0%"", ""56.9%"", ""Delta"", ""65.9 ms""], [""64.6%"", ""71.7%"", ""80.2%"", ""Helix"", ""161.8 ms""], [""86.7%"", ""79.4%"", ""62.2%"", ""Nova"", ""54.1 ms""]]}","{""row_index"": 6, ""column_index"": 1, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Nova"", ""target_column"": ""Recall""}",lookup
A-L1-0055,1,weather,What Temperature was recorded at station Hillcrest?,"| Temperature | Station | Humidity | Wind speed |
| --- | --- | --- | --- |
| 22.8 °C | Brookfield | 50% | 26.8 m/s |
| 33.8 °C | Fairview | 28% | 34.1 m/s |
| 6.3 °C | Oakridge | 60% | 22.4 m/s |
| 2.3 °C | Clearwater | 78% | 20.5 m/s |
| 19.4 °C | Orion | 41% | 22.5 m/s |
| 8.2 °C | Westhaven | 35% | 33.4 m/s |
| 35.3 °C | Hillcrest | 39% | 13.9 m/s |
| -6.9 °C | Maple | 22% | 2.9 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Temperature | Station | Humidity | Wind speed |
| --- | --- | --- | --- |
| 22.8 °C | Brookfield | 50% | 26.8 m/s |
| 33.8 °C | Fairview | 28% | 34.1 m/s |
| 6.3 °C | Oakridge | 60% | 22.4 m/s |
| 2.3 °C | Clearwater | 78% | 20.5 m/s |
| 19.4 °C | Orion | 41% | 22.5 m/s |
| 8.2 °C | Westhaven | 35% | 33.4 m/s |
| 35.3 °C | Hillcrest | 39% | 13.9 m/s |
| -6.9 °C | Maple | 22% | 2.9 m/s |

Question: What Temperature was recorded at station Hillcrest?",35.3 °C,"{""headers"": [""Temperature"", ""Station"", ""Humidity"", ""Wind speed""], ""rows"": [[""22.8 °C"", ""Brookfield"", ""50%"", ""26.8 m/s""], [""33.8 °C"", ""Fairview"", ""28%"", ""34.1 m/s""], [""6.3 °C"", ""Oakridge"", ""60%"", ""22.4 m/s""], [""2.3 °C"", ""Clearwater"", ""78%"", ""20.5 m/s""], [""19.4 °C"", ""Orion"", ""41%"", ""22.5 m/s""], [""8.2 °C"", ""Westhaven"", ""35%"", ""33.4 m/s""], [""35.3 °C"", ""Hillcrest"", ""39%"", ""13.9 m/s""], [""-6.9 °C"", ""Maple"", ""22%"", ""2.9 m/s""]]}","{""row_index"": 6, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Hillcrest"", ""target_column"": ""Temperature""}",lookup
A-L1-0056,1,skydiving,Find Ethan. What Air temperature is listed?,"| Heart rate | Person | Air temperature | Air pressure | Falling speed |
| --- | --- | --- | --- | --- |
| 96 bpm | Maya | -3.7 °C | 93.3 kPa | 38.5 m/s |
| 154 bpm | Alex | 15.5 °C | 77.1 kPa | 27.1 m/s |
| 167 bpm | Jisoo | -42.1 °C | 34.3 kPa | 46.8 m/s |
| 141 bpm | Hana | 3.7 °C | 29.2 kPa | 78.7 m/s |
| 130 bpm | Oliver | -24.8 °C | 29.6 kPa | 74.6 m/s |
| 160 bpm | Nora | 1.7 °C | 21.0 kPa | 25.2 m/s |
| 122 bpm | Sam | 16.4 °C | 60.9 kPa | 62.7 m/s |
| 88 bpm | David | -41.5 °C | 32.6 kPa | 76.6 m/s |
| 125 bpm | Ethan | -23.9 °C | 41.0 kPa | 50.8 m/s |","Answer the question using the table. Return only the requested value.

Table:
| Heart rate | Person | Air temperature | Air pressure | Falling speed |
| --- | --- | --- | --- | --- |
| 96 bpm | Maya | -3.7 °C | 93.3 kPa | 38.5 m/s |
| 154 bpm | Alex | 15.5 °C | 77.1 kPa | 27.1 m/s |
| 167 bpm | Jisoo | -42.1 °C | 34.3 kPa | 46.8 m/s |
| 141 bpm | Hana | 3.7 °C | 29.2 kPa | 78.7 m/s |
| 130 bpm | Oliver | -24.8 °C | 29.6 kPa | 74.6 m/s |
| 160 bpm | Nora | 1.7 °C | 21.0 kPa | 25.2 m/s |
| 122 bpm | Sam | 16.4 °C | 60.9 kPa | 62.7 m/s |
| 88 bpm | David | -41.5 °C | 32.6 kPa | 76.6 m/s |
| 125 bpm | Ethan | -23.9 °C | 41.0 kPa | 50.8 m/s |

Question: Find Ethan. What Air temperature is listed?",-23.9 °C,"{""headers"": [""Heart rate"", ""Person"", ""Air temperature"", ""Air pressure"", ""Falling speed""], ""rows"": [[""96 bpm"", ""Maya"", ""-3.7 °C"", ""93.3 kPa"", ""38.5 m/s""], [""154 bpm"", ""Alex"", ""15.5 °C"", ""77.1 kPa"", ""27.1 m/s""], [""167 bpm"", ""Jisoo"", ""-42.1 °C"", ""34.3 kPa"", ""46.8 m/s""], [""141 bpm"", ""Hana"", ""3.7 °C"", ""29.2 kPa"", ""78.7 m/s""], [""130 bpm"", ""Oliver"", ""-24.8 °C"", ""29.6 kPa"", ""74.6 m/s""], [""160 bpm"", ""Nora"", ""1.7 °C"", ""21.0 kPa"", ""25.2 m/s""], [""122 bpm"", ""Sam"", ""16.4 °C"", ""60.9 kPa"", ""62.7 m/s""], [""88 bpm"", ""David"", ""-41.5 °C"", ""32.6 kPa"", ""76.6 m/s""], [""125 bpm"", ""Ethan"", ""-23.9 °C"", ""41.0 kPa"", ""50.8 m/s""]]}","{""row_index"": 8, ""column_index"": 2, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""Ethan"", ""target_column"": ""Air temperature""}",lookup
A-L1-0057,1,weather,"According to the weather table, what is the Wind speed at Riverton?","| Wind speed | Pressure | Visibility | Temperature | Station |
| --- | --- | --- | --- | --- |
| 14.4 m/s | 930.7 hPa | 7.4 km | 3.4 °C | Brookfield |
| 8.3 m/s | 988.3 hPa | 15.0 km | -11.8 °C | Pinehurst |
| 29.7 m/s | 1002.3 hPa | 22.0 km | -9.5 °C | Lakeside |
| 30.7 m/s | 1022.4 hPa | 28.6 km | -14.9 °C | Riverton |","Answer the question using the table. Return only the requested value.

Table:
| Wind speed | Pressure | Visibility | Temperature | Station |
| --- | --- | --- | --- | --- |
| 14.4 m/s | 930.7 hPa | 7.4 km | 3.4 °C | Brookfield |
| 8.3 m/s | 988.3 hPa | 15.0 km | -11.8 °C | Pinehurst |
| 29.7 m/s | 1002.3 hPa | 22.0 km | -9.5 °C | Lakeside |
| 30.7 m/s | 1022.4 hPa | 28.6 km | -14.9 °C | Riverton |

Question: According to the weather table, what is the Wind speed at Riverton?",30.7 m/s,"{""headers"": [""Wind speed"", ""Pressure"", ""Visibility"", ""Temperature"", ""Station""], ""rows"": [[""14.4 m/s"", ""930.7 hPa"", ""7.4 km"", ""3.4 °C"", ""Brookfield""], [""8.3 m/s"", ""988.3 hPa"", ""15.0 km"", ""-11.8 °C"", ""Pinehurst""], [""29.7 m/s"", ""1002.3 hPa"", ""22.0 km"", ""-9.5 °C"", ""Lakeside""], [""30.7 m/s"", ""1022.4 hPa"", ""28.6 km"", ""-14.9 °C"", ""Riverton""]]}","{""row_index"": 3, ""column_index"": 0, ""row_identifier_column"": ""Station"", ""row_identifier_value"": ""Riverton"", ""target_column"": ""Wind speed""}",lookup
A-L1-0058,1,sports,What is the Possession value for the Dragons?,"| Team | Possession | Wins | Goals conceded |
| --- | --- | --- | --- |
| Wolves | 33.0% | 6 | 34 |
| Tigers | 42.6% | 25 | 113 |
| Knights | 39.5% | 8 | 21 |
| Dragons | 61.2% | 18 | 22 |
| Cyclones | 58.0% | 23 | 55 |
| Comets | 36.2% | 5 | 18 |
| Bulls | 42.7% | 8 | 46 |","Answer the question using the table. Return only the requested value.

Table:
| Team | Possession | Wins | Goals conceded |
| --- | --- | --- | --- |
| Wolves | 33.0% | 6 | 34 |
| Tigers | 42.6% | 25 | 113 |
| Knights | 39.5% | 8 | 21 |
| Dragons | 61.2% | 18 | 22 |
| Cyclones | 58.0% | 23 | 55 |
| Comets | 36.2% | 5 | 18 |
| Bulls | 42.7% | 8 | 46 |

Question: What is the Possession value for the Dragons?",61.2%,"{""headers"": [""Team"", ""Possession"", ""Wins"", ""Goals conceded""], ""rows"": [[""Wolves"", ""33.0%"", ""6"", ""34""], [""Tigers"", ""42.6%"", ""25"", ""113""], [""Knights"", ""39.5%"", ""8"", ""21""], [""Dragons"", ""61.2%"", ""18"", ""22""], [""Cyclones"", ""58.0%"", ""23"", ""55""], [""Comets"", ""36.2%"", ""5"", ""18""], [""Bulls"", ""42.7%"", ""8"", ""46""]]}","{""row_index"": 3, ""column_index"": 1, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Dragons"", ""target_column"": ""Possession""}",lookup
A-L1-0059,1,sports,What is the Losses value for the Sharks?,"| Wins | Losses | Possession | Points | Team |
| --- | --- | --- | --- | --- |
| 3 | 7 | 48.5% | 80 | Falcons |
| 14 | 27 | 52.2% | 61 | Sharks |
| 1 | 16 | 57.1% | 60 | Tigers |
| 5 | 26 | 31.2% | 43 | Wolves |","Answer the question using the table. Return only the requested value.

Table:
| Wins | Losses | Possession | Points | Team |
| --- | --- | --- | --- | --- |
| 3 | 7 | 48.5% | 80 | Falcons |
| 14 | 27 | 52.2% | 61 | Sharks |
| 1 | 16 | 57.1% | 60 | Tigers |
| 5 | 26 | 31.2% | 43 | Wolves |

Question: What is the Losses value for the Sharks?",27,"{""headers"": [""Wins"", ""Losses"", ""Possession"", ""Points"", ""Team""], ""rows"": [[""3"", ""7"", ""48.5%"", ""80"", ""Falcons""], [""14"", ""27"", ""52.2%"", ""61"", ""Sharks""], [""1"", ""16"", ""57.1%"", ""60"", ""Tigers""], [""5"", ""26"", ""31.2%"", ""43"", ""Wolves""]]}","{""row_index"": 1, ""column_index"": 1, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Sharks"", ""target_column"": ""Losses""}",lookup
A-L1-0060,1,sports,How many Goals scored are listed for the Bulls?,"| Team | Possession | Wins | Goals scored | Points |
| --- | --- | --- | --- | --- |
| Panthers | 46.8% | 12 | 87 | 27 |
| Knights | 31.2% | 12 | 92 | 73 |
| Cyclones | 54.8% | 1 | 36 | 88 |
| Hawks | 32.4% | 17 | 40 | 71 |
| Tigers | 44.2% | 13 | 28 | 32 |
| Falcons | 50.0% | 20 | 117 | 47 |
| Sharks | 47.8% | 8 | 24 | 45 |
| Bulls | 47.3% | 5 | 97 | 83 |
| Comets | 40.0% | 28 | 107 | 77 |","Answer the question using the table. Return only the requested value.

Table:
| Team | Possession | Wins | Goals scored | Points |
| --- | --- | --- | --- | --- |
| Panthers | 46.8% | 12 | 87 | 27 |
| Knights | 31.2% | 12 | 92 | 73 |
| Cyclones | 54.8% | 1 | 36 | 88 |
| Hawks | 32.4% | 17 | 40 | 71 |
| Tigers | 44.2% | 13 | 28 | 32 |
| Falcons | 50.0% | 20 | 117 | 47 |
| Sharks | 47.8% | 8 | 24 | 45 |
| Bulls | 47.3% | 5 | 97 | 83 |
| Comets | 40.0% | 28 | 107 | 77 |

Question: How many Goals scored are listed for the Bulls?",97,"{""headers"": [""Team"", ""Possession"", ""Wins"", ""Goals scored"", ""Points""], ""rows"": [[""Panthers"", ""46.8%"", ""12"", ""87"", ""27""], [""Knights"", ""31.2%"", ""12"", ""92"", ""73""], [""Cyclones"", ""54.8%"", ""1"", ""36"", ""88""], [""Hawks"", ""32.4%"", ""17"", ""40"", ""71""], [""Tigers"", ""44.2%"", ""13"", ""28"", ""32""], [""Falcons"", ""50.0%"", ""20"", ""117"", ""47""], [""Sharks"", ""47.8%"", ""8"", ""24"", ""45""], [""Bulls"", ""47.3%"", ""5"", ""97"", ""83""], [""Comets"", ""40.0%"", ""28"", ""107"", ""77""]]}","{""row_index"": 7, ""column_index"": 3, ""row_identifier_column"": ""Team"", ""row_identifier_value"": ""Bulls"", ""target_column"": ""Goals scored""}",lookup
A-L1-0061,1,skydiving,What is David's Falling speed?,"| Altitude | Person | Heart rate | Air temperature | Falling speed | Elapsed time |
| --- | --- | --- | --- | --- | --- |
| 11255 m | Yuna | 111 bpm | 17.5 °C | 84.0 m/s | 56.8 s |
| 11659 m | Mina | 155 bpm | -10.8 °C | 75.2 m/s | 90.4 s |
| 7419 m | Nora | 76 bpm | -43.7 °C | 27.3 m/s | 20.8 s |
| 8988 m | David | 103 bpm | -22.4 °C | 39.2 m/s | 20.6 s |
| 9287 m | Lena | 147 bpm | 14.7 °C | 72.5 m/s | 53.0 s |
| 7028 m | Oliver | 107 bpm | -36.0 °C | 67.2 m/s | 58.2 s |","Answer the question using the table. Return only the requested value.

Table:
| Altitude | Person | Heart rate | Air temperature | Falling speed | Elapsed time |
| --- | --- | --- | --- | --- | --- |
| 11255 m | Yuna | 111 bpm | 17.5 °C | 84.0 m/s | 56.8 s |
| 11659 m | Mina | 155 bpm | -10.8 °C | 75.2 m/s | 90.4 s |
| 7419 m | Nora | 76 bpm | -43.7 °C | 27.3 m/s | 20.8 s |
| 8988 m | David | 103 bpm | -22.4 °C | 39.2 m/s | 20.6 s |
| 9287 m | Lena | 147 bpm | 14.7 °C | 72.5 m/s | 53.0 s |
| 7028 m | Oliver | 107 bpm | -36.0 °C | 67.2 m/s | 58.2 s |

Question: What is David's Falling speed?",39.2 m/s,"{""headers"": [""Altitude"", ""Person"", ""Heart rate"", ""Air temperature"", ""Falling speed"", ""Elapsed time""], ""rows"": [[""11255 m"", ""Yuna"", ""111 bpm"", ""17.5 °C"", ""84.0 m/s"", ""56.8 s""], [""11659 m"", ""Mina"", ""155 bpm"", ""-10.8 °C"", ""75.2 m/s"", ""90.4 s""], [""7419 m"", ""Nora"", ""76 bpm"", ""-43.7 °C"", ""27.3 m/s"", ""20.8 s""], [""8988 m"", ""David"", ""103 bpm"", ""-22.4 °C"", ""39.2 m/s"", ""20.6 s""], [""9287 m"", ""Lena"", ""147 bpm"", ""14.7 °C"", ""72.5 m/s"", ""53.0 s""], [""7028 m"", ""Oliver"", ""107 bpm"", ""-36.0 °C"", ""67.2 m/s"", ""58.2 s""]]}","{""row_index"": 3, ""column_index"": 4, ""row_identifier_column"": ""Person"", ""row_identifier_value"": ""David"", ""target_column"": ""Falling speed""}",lookup
A-L1-0062,1,ml_experiments,Look up model Nova. What is its Recall?,"| Memory | Recall | Latency | Model |
| --- | --- | --- | --- |
| 14.3 GB | 77.5% | 112.0 ms | Nova |
| 5.4 GB | 73.9% | 128.5 ms | Helix |
| 13.7 GB | 78.1% | 139.7 ms | Delta |
| 3.3 GB | 77.8% | 60.0 ms | Vertex |
| 7.3 GB | 85.9% | 116.5 ms | Zenith |
| 11.9 GB | 68.5% | 55.8 ms | Nimbus |
| 0.5 GB | 58.7% | 127.6 ms | Atlas |
| 10.8 GB | 67.5% | 147.3 ms | Sigma |","Answer the question using the table. Return only the requested value.

Table:
| Memory | Recall | Latency | Model |
| --- | --- | --- | --- |
| 14.3 GB | 77.5% | 112.0 ms | Nova |
| 5.4 GB | 73.9% | 128.5 ms | Helix |
| 13.7 GB | 78.1% | 139.7 ms | Delta |
| 3.3 GB | 77.8% | 60.0 ms | Vertex |
| 7.3 GB | 85.9% | 116.5 ms | Zenith |
| 11.9 GB | 68.5% | 55.8 ms | Nimbus |
| 0.5 GB | 58.7% | 127.6 ms | Atlas |
| 10.8 GB | 67.5% | 147.3 ms | Sigma |

Question: Look up model Nova. What is its Recall?",77.5%,"{""headers"": [""Memory"", ""Recall"", ""Latency"", ""Model""], ""rows"": [[""14.3 GB"", ""77.5%"", ""112.0 ms"", ""Nova""], [""5.4 GB"", ""73.9%"", ""128.5 ms"", ""Helix""], [""13.7 GB"", ""78.1%"", ""139.7 ms"", ""Delta""], [""3.3 GB"", ""77.8%"", ""60.0 ms"", ""Vertex""], [""7.3 GB"", ""85.9%"", ""116.5 ms"", ""Zenith""], [""11.9 GB"", ""68.5%"", ""55.8 ms"", ""Nimbus""], [""0.5 GB"", ""58.7%"", ""127.6 ms"", ""Atlas""], [""10.8 GB"", ""67.5%"", ""147.3 ms"", ""Sigma""]]}","{""row_index"": 0, ""column_index"": 1, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Nova"", ""target_column"": ""Recall""}",lookup
A-L1-0063,1,ml_experiments,What F1 score is reported for model Zenith?,"| Precision | Latency | Accuracy | F1 score | Recall | Model |
| --- | --- | --- | --- | --- | --- |
| 65.5% | 50.7 ms | 88.5% | 63.8% | 85.4% | Aurora |
| 70.9% | 151.8 ms | 82.3% | 57.5% | 52.4% | Sigma |
| 79.0% | 90.8 ms | 94.5% | 68.6% | 97.5% | Nova |
| 87.2% | 33.9 ms | 62.9% | 68.4% | 96.6% | Echo |
| 82.0% | 20.4 ms | 95.0% | 79.1% | 76.8% | Atlas |
| 94.1% | 169.9 ms | 61.2% | 58.1% | 73.7% | Helix |
| 69.0% | 152.9 ms | 62.9% | 64.5% | 58.0% | Nimbus |
| 85.2% | 156.1 ms | 78.7% | 81.9% | 55.0% | Delta |
| 85.7% | 40.2 ms | 63.9% | 59.3% | 57.7% | Zenith |","Answer the question using the table. Return only the requested value.

Table:
| Precision | Latency | Accuracy | F1 score | Recall | Model |
| --- | --- | --- | --- | --- | --- |
| 65.5% | 50.7 ms | 88.5% | 63.8% | 85.4% | Aurora |
| 70.9% | 151.8 ms | 82.3% | 57.5% | 52.4% | Sigma |
| 79.0% | 90.8 ms | 94.5% | 68.6% | 97.5% | Nova |
| 87.2% | 33.9 ms | 62.9% | 68.4% | 96.6% | Echo |
| 82.0% | 20.4 ms | 95.0% | 79.1% | 76.8% | Atlas |
| 94.1% | 169.9 ms | 61.2% | 58.1% | 73.7% | Helix |
| 69.0% | 152.9 ms | 62.9% | 64.5% | 58.0% | Nimbus |
| 85.2% | 156.1 ms | 78.7% | 81.9% | 55.0% | Delta |
| 85.7% | 40.2 ms | 63.9% | 59.3% | 57.7% | Zenith |

Question: What F1 score is reported for model Zenith?",59.3%,"{""headers"": [""Precision"", ""Latency"", ""Accuracy"", ""F1 score"", ""Recall"", ""Model""], ""rows"": [[""65.5%"", ""50.7 ms"", ""88.5%"", ""63.8%"", ""85.4%"", ""Aurora""], [""70.9%"", ""151.8 ms"", ""82.3%"", ""57.5%"", ""52.4%"", ""Sigma""], [""79.0%"", ""90.8 ms"", ""94.5%"", ""68.6%"", ""97.5%"", ""Nova""], [""87.2%"", ""33.9 ms"", ""62.9%"", ""68.4%"", ""96.6%"", ""Echo""], [""82.0%"", ""20.4 ms"", ""95.0%"", ""79.1%"", ""76.8%"", ""Atlas""], [""94.1%"", ""169.9 ms"", ""61.2%"", ""58.1%"", ""73.7%"", ""Helix""], [""69.0%"", ""152.9 ms"", ""62.9%"", ""64.5%"", ""58.0%"", ""Nimbus""], [""85.2%"", ""156.1 ms"", ""78.7%"", ""81.9%"", ""55.0%"", ""Delta""], [""85.7%"", ""40.2 ms"", ""63.9%"", ""59.3%"", ""57.7%"", ""Zenith""]]}","{""row_index"": 8, ""column_index"": 3, ""row_identifier_column"": ""Model"", ""row_identifier_value"": ""Zenith"", ""target_column"": ""F1 score""}",lookup
